3.061616997868383e-16,2.994713320830796e-16,2.796926301444038e-16,2.476900181542729e-16,2.0486216382222583e-16,1.5308084989341918e-16,9.460916826085377e-17,3.200261199013087e-17,-3.2002611990130835e-17,-9.460916826085373e-17,-1.5308084989341908e-16
-0.7821723252011552,-0.765079983255892,-0.7145499747812666,-0.6327907036175024,-0.523375442238967,-0.39108616260057766,-0.24170454101692493,-0.08175927116376405,0.08175927116376394,0.24170454101692485,0.3910861626005774
-1.5450849718747368,-1.5113211581691333,-1.4115053577280114,-1.2499999999999998,-1.033863644106502,-0.7725424859373685,-0.47745751406263137,-0.16150535772801178,0.1615053577280116,0.47745751406263115,0.7725424859373681
-2.2699524986977337,-2.2203485903808953,-2.0737047942497866,-1.8364301478703424,-1.51889469185942,-1.134976249348867,-0.7014538985214755,-0.23727464637944423,0.23727464637944395,0.7014538985214752,1.1349762493488664
-2.938926261462365,-2.874703671382986,-2.6848427365054945,-2.3776412907378837,-1.9665255113762847,-1.469463130731183,-0.9081781600067009,-0.30720144576761094,0.30720144576761055,0.9081781600067007,1.469463130731182
-3.5355339059327373,-3.4582740074011276,-3.2298709401062546,-2.8603070140884213,-2.365733946279075,-1.7677669529663689,-1.0925400611220528,-0.3695639260178335,0.369563926017833,1.0925400611220524,1.7677669529663678
-4.045084971874736,-3.9566901600036477,-3.695369001834514,-3.272542485937368,-2.7066901600036477,-2.022542485937369,-1.25,-0.4228265158971455,0.42282651589714493,1.2499999999999996,2.0225424859373673
-4.455032620941839,-4.357679469365098,-4.069874814511028,-3.6041971008367115,-2.980998678999306,-2.22751631047092,-1.3766807903657916,-0.4656777136743169,0.4656777136743163,1.3766807903657914,2.2275163104709184
-4.755282581475767,-4.651368247881781,-4.344166802114168,-3.847104421469067,-3.1819051171505968,-2.3776412907378845,-1.469463130731183,-0.4970623806451021,0.49706238064510144,1.4694631307311823,2.3776412907378828
-4.938441702975688,-4.830524903129439,-4.51149098558623,-3.995283263437288,-3.3044624911799945,-2.4692208514878446,-1.5260624119494444,-0.5162077221489423,0.5162077221489416,1.5260624119494437,2.469220851487843
-5.0,-4.8907380036690284,-4.567727288213004,-4.045084971874737,-3.345653031794291,-2.5000000000000004,-1.5450849718747373,-0.5226423163382673,0.5226423163382666,1.5450849718747368,2.499999999999999
